Employee,Branch,Month,Product,Invested Assets,Fees,Commisions
500096,B0003,201901,Personal Loans - 1 to 5 Years,280774,25,0.25
500136,B0003,201901,Personal Loans - 1 to 5 Years,469188,32,0.32
500016,B0003,201901,Personal Loans - 1 to 5 Years,427683,18,0.18
500112,B0003,201901,Personal Loans - 1 to 5 Years,474541,29,0.29
500176,B0003,201901,Personal Loans - 1 to 5 Years,465020,10,0.1
500192,B0003,201901,Personal Loans - 1 to 5 Years,490982,25,0.25
500040,B0003,201901,Personal Loans - 1 to 5 Years,218992,20,0.2
500064,B0003,201901,Personal Loans - 1 to 5 Years,893142,34,0.34
500080,B0003,201901,Personal Loans - 1 to 5 Years,717229,19,0.19
500144,B0003,201901,Personal Loans - 1 to 5 Years,580616,27,0.27
500152,B0003,201901,Personal Loans - 1 to 5 Years,139324,47,0.47
500160,B0003,201901,Personal Loans - 1 to 5 Years,502322,29,0.29
500184,B0003,201901,Personal Loans - 1 to 5 Years,877469,17,0.17
500033,B0004,201901,Personal Loans - 1 to 5 Years,285268,20,0.2
500081,B0004,201901,Personal Loans - 1 to 5 Years,899933,10,0.1
500113,B0004,201901,Personal Loans - 1 to 5 Years,654858,29,0.29
500185,B0004,201901,Personal Loans - 1 to 5 Years,146239,15,0.15
500193,B0004,201901,Personal Loans - 1 to 5 Years,483890,40,0.4
500209,B0004,201901,Personal Loans - 1 to 5 Years,78405,2,0.02
500017,B0004,201901,Personal Loans - 1 to 5 Years,117015,1,0.01
500041,B0004,201901,Personal Loans - 1 to 5 Years,757346,37,0.37
500049,B0004,201901,Personal Loans - 1 to 5 Years,196374,4,0.04
500073,B0004,201901,Personal Loans - 1 to 5 Years,44687,35,0.35
500097,B0004,201901,Personal Loans - 1 to 5 Years,274544,29,0.29
500105,B0004,201901,Personal Loans - 1 to 5 Years,867399,31,0.31
500161,B0004,201901,Personal Loans - 1 to 5 Years,567041,12,0.12
500177,B0004,201901,Personal Loans - 1 to 5 Years,575008,42,0.42
500169,B0004,201901,Personal Loans - 1 to 5 Years,586648,20,0.2
500065,B0004,201901,Personal Loans - 1 to 5 Years,147365,36,0.36
500089,B0004,201901,Personal Loans - 1 to 5 Years,748032,19,0.19
500153,B0004,201901,Personal Loans - 1 to 5 Years,823896,1,0.01
500025,B0004,201901,Personal Loans - 1 to 5 Years,383212,38,0.38
500057,B0004,201901,Personal Loans - 1 to 5 Years,77319,19,0.19
500121,B0004,201901,Personal Loans - 1 to 5 Years,282198,42,0.42
500129,B0004,201901,Personal Loans - 1 to 5 Years,46322,23,0.23
500137,B0004,201901,Personal Loans - 1 to 5 Years,303693,10,0.1
500201,B0004,201901,Personal Loans - 1 to 5 Years,224828,5,0.05
500145,B0004,201901,Personal Loans - 1 to 5 Years,391094,40,0.4
500042,B0005,201901,Personal Loans - 1 to 5 Years,844839,8,0.08
500074,B0005,201901,Personal Loans - 1 to 5 Years,330694,20,0.2
500146,B0005,201901,Personal Loans - 1 to 5 Years,613707,3,0.03
500178,B0005,201901,Personal Loans - 1 to 5 Years,486052,10,0.1
500122,B0005,201901,Personal Loans - 1 to 5 Years,501402,2,0.02
500018,B0005,201901,Personal Loans - 1 to 5 Years,161183,43,0.43
500058,B0005,201901,Personal Loans - 1 to 5 Years,714039,46,0.46
500066,B0005,201901,Personal Loans - 1 to 5 Years,87788,19,0.19
500106,B0005,201901,Personal Loans - 1 to 5 Years,22805,36,0.36
500114,B0005,201901,Personal Loans - 1 to 5 Years,404686,22,0.22
500170,B0005,201901,Personal Loans - 1 to 5 Years,377122,35,0.35
500194,B0005,201901,Personal Loans - 1 to 5 Years,413294,17,0.17
500210,B0005,201901,Personal Loans - 1 to 5 Years,454068,47,0.47
500034,B0005,201901,Personal Loans - 1 to 5 Years,378928,19,0.19
500050,B0005,201901,Personal Loans - 1 to 5 Years,126084,33,0.33
500082,B0005,201901,Personal Loans - 1 to 5 Years,360581,47,0.47
500202,B0005,201901,Personal Loans - 1 to 5 Years,760011,8,0.08
500154,B0005,201901,Personal Loans - 1 to 5 Years,385910,31,0.31
500026,B0005,201901,Personal Loans - 1 to 5 Years,542048,37,0.37
500090,B0005,201901,Personal Loans - 1 to 5 Years,891674,45,0.45
500098,B0005,201901,Personal Loans - 1 to 5 Years,680603,26,0.26
500130,B0005,201901,Personal Loans - 1 to 5 Years,670813,34,0.34
500138,B0005,201901,Personal Loans - 1 to 5 Years,649361,47,0.47
500162,B0005,201901,Personal Loans - 1 to 5 Years,363403,43,0.43
500186,B0005,201901,Personal Loans - 1 to 5 Years,579418,42,0.42
500035,B0006,201901,Personal Loans - 1 to 5 Years,690996,13,0.13
500059,B0006,201901,Personal Loans - 1 to 5 Years,48271,6,0.06
500075,B0006,201901,Personal Loans - 1 to 5 Years,414474,13,0.13
500115,B0006,201901,Personal Loans - 1 to 5 Years,332979,19,0.19
500123,B0006,201901,Personal Loans - 1 to 5 Years,406109,21,0.21
500195,B0006,201901,Personal Loans - 1 to 5 Years,195822,2,0.02
500139,B0006,201901,Personal Loans - 1 to 5 Years,324198,28,0.28
500043,B0006,201901,Personal Loans - 1 to 5 Years,832229,44,0.44
500051,B0006,201901,Personal Loans - 1 to 5 Years,517176,32,0.32
500091,B0006,201901,Personal Loans - 1 to 5 Years,829364,17,0.17
500179,B0006,201901,Personal Loans - 1 to 5 Years,561799,33,0.33
500203,B0006,201901,Personal Loans - 1 to 5 Years,892064,37,0.37
500187,B0006,201901,Personal Loans - 1 to 5 Years,72936,47,0.47
500211,B0006,201901,Personal Loans - 1 to 5 Years,101595,32,0.32
500019,B0006,201901,Personal Loans - 1 to 5 Years,538226,22,0.22
500083,B0006,201901,Personal Loans - 1 to 5 Years,718666,43,0.43
500099,B0006,201901,Personal Loans - 1 to 5 Years,372938,46,0.46
500155,B0006,201901,Personal Loans - 1 to 5 Years,660497,29,0.29
500171,B0006,201901,Personal Loans - 1 to 5 Years,54339,22,0.22
500027,B0006,201901,Personal Loans - 1 to 5 Years,571196,46,0.46
500067,B0006,201901,Personal Loans - 1 to 5 Years,49072,49,0.49
500107,B0006,201901,Personal Loans - 1 to 5 Years,99994,11,0.11
500131,B0006,201901,Personal Loans - 1 to 5 Years,883954,38,0.38
500147,B0006,201901,Personal Loans - 1 to 5 Years,549877,11,0.11
500163,B0006,201901,Personal Loans - 1 to 5 Years,743930,25,0.25
500029,B0008,201901,Personal Loans - 1 to 5 Years,355726,6,0.06
500077,B0008,201901,Personal Loans - 1 to 5 Years,666106,7,0.07
500085,B0008,201901,Personal Loans - 1 to 5 Years,178434,4,0.04
500109,B0008,201901,Personal Loans - 1 to 5 Years,331168,15,0.15
500141,B0008,201901,Personal Loans - 1 to 5 Years,857877,13,0.13
500173,B0008,201901,Personal Loans - 1 to 5 Years,507022,49,0.49
500189,B0008,201901,Personal Loans - 1 to 5 Years,221159,22,0.22
500197,B0008,201901,Personal Loans - 1 to 5 Years,768462,9,0.09
500149,B0008,201901,Personal Loans - 1 to 5 Years,20622,31,0.31
500181,B0008,201901,Personal Loans - 1 to 5 Years,776619,44,0.44
500101,B0008,201901,Personal Loans - 1 to 5 Years,338295,20,0.2
500165,B0008,201901,Personal Loans - 1 to 5 Years,69908,21,0.21
500045,B0008,201901,Personal Loans - 1 to 5 Years,33032,36,0.36
500053,B0008,201901,Personal Loans - 1 to 5 Years,899691,29,0.29
500069,B0008,201901,Personal Loans - 1 to 5 Years,761446,42,0.42
500157,B0008,201901,Personal Loans - 1 to 5 Years,511267,42,0.42
500093,B0008,201901,Personal Loans - 1 to 5 Years,628375,39,0.39
500021,B0008,201901,Personal Loans - 1 to 5 Years,22010,25,0.25
500037,B0008,201901,Personal Loans - 1 to 5 Years,289797,48,0.48
500061,B0008,201901,Personal Loans - 1 to 5 Years,865738,13,0.13
500117,B0008,201901,Personal Loans - 1 to 5 Years,464945,43,0.43
500125,B0008,201901,Personal Loans - 1 to 5 Years,418491,23,0.23
500133,B0008,201901,Personal Loans - 1 to 5 Years,618469,2,0.02
500205,B0008,201901,Personal Loans - 1 to 5 Years,595862,27,0.27
500100,B0007,201901,Personal Loans - 1 to 5 Years,588141,15,0.15
500180,B0007,201901,Personal Loans - 1 to 5 Years,262172,20,0.2
500052,B0007,201901,Personal Loans - 1 to 5 Years,102769,11,0.11
500060,B0007,201901,Personal Loans - 1 to 5 Years,728306,39,0.39
500076,B0007,201901,Personal Loans - 1 to 5 Years,552204,18,0.18
500092,B0007,201901,Personal Loans - 1 to 5 Years,274339,31,0.31
500108,B0007,201901,Personal Loans - 1 to 5 Years,449753,30,0.3
500116,B0007,201901,Personal Loans - 1 to 5 Years,789458,5,0.05
500132,B0007,201901,Personal Loans - 1 to 5 Years,166353,8,0.08
500140,B0007,201901,Personal Loans - 1 to 5 Years,92272,17,0.17
500148,B0007,201901,Personal Loans - 1 to 5 Years,128439,13,0.13
500164,B0007,201901,Personal Loans - 1 to 5 Years,11555,40,0.4
500188,B0007,201901,Personal Loans - 1 to 5 Years,239402,30,0.3
500020,B0007,201901,Personal Loans - 1 to 5 Years,172699,8,0.08
500036,B0007,201901,Personal Loans - 1 to 5 Years,741780,50,0.5
500124,B0007,201901,Personal Loans - 1 to 5 Years,380344,41,0.41
500156,B0007,201901,Personal Loans - 1 to 5 Years,233662,12,0.12
500196,B0007,201901,Personal Loans - 1 to 5 Years,424465,45,0.45
500204,B0007,201901,Personal Loans - 1 to 5 Years,249071,15,0.15
500212,B0007,201901,Personal Loans - 1 to 5 Years,366103,25,0.25
500028,B0007,201901,Personal Loans - 1 to 5 Years,38960,45,0.45
500044,B0007,201901,Personal Loans - 1 to 5 Years,204603,5,0.05
500068,B0007,201901,Personal Loans - 1 to 5 Years,669381,35,0.35
500084,B0007,201901,Personal Loans - 1 to 5 Years,97037,5,0.05
500172,B0007,201901,Personal Loans - 1 to 5 Years,514385,44,0.44
500014,B0001,201902,Personal Loans - 1 to 5 Years,204040,7,0.07
500054,B0001,201902,Personal Loans - 1 to 5 Years,695777,41,0.41
500070,B0001,201902,Personal Loans - 1 to 5 Years,826509,21,0.21
500118,B0001,201902,Personal Loans - 1 to 5 Years,254296,12,0.12
500150,B0001,201902,Personal Loans - 1 to 5 Years,92224,45,0.45
500158,B0001,201902,Personal Loans - 1 to 5 Years,519548,42,0.42
500126,B0001,201902,Personal Loans - 1 to 5 Years,469816,46,0.46
500134,B0001,201902,Personal Loans - 1 to 5 Years,704134,35,0.35
500182,B0001,201902,Personal Loans - 1 to 5 Years,747487,49,0.49
500190,B0001,201902,Personal Loans - 1 to 5 Years,100308,48,0.48
500206,B0001,201902,Personal Loans - 1 to 5 Years,139178,13,0.13
500030,B0001,201902,Personal Loans - 1 to 5 Years,587798,45,0.45
500086,B0001,201902,Personal Loans - 1 to 5 Years,277085,3,0.03
500142,B0001,201902,Personal Loans - 1 to 5 Years,98096,6,0.06
500166,B0001,201902,Personal Loans - 1 to 5 Years,325240,33,0.33
500174,B0001,201902,Personal Loans - 1 to 5 Years,167309,19,0.19
500198,B0001,201902,Personal Loans - 1 to 5 Years,543464,9,0.09
500102,B0001,201902,Personal Loans - 1 to 5 Years,536984,2,0.02
500022,B0001,201902,Personal Loans - 1 to 5 Years,430982,17,0.17
500038,B0001,201902,Personal Loans - 1 to 5 Years,838620,27,0.27
500046,B0001,201902,Personal Loans - 1 to 5 Years,592465,17,0.17
500062,B0001,201902,Personal Loans - 1 to 5 Years,192166,32,0.32
500078,B0001,201902,Personal Loans - 1 to 5 Years,360444,39,0.39
500094,B0001,201902,Personal Loans - 1 to 5 Years,729508,31,0.31
500110,B0001,201902,Personal Loans - 1 to 5 Years,843202,7,0.07
500103,B0002,201902,Personal Loans - 1 to 5 Years,255710,42,0.42
500111,B0002,201902,Personal Loans - 1 to 5 Years,422688,44,0.44
500167,B0002,201902,Personal Loans - 1 to 5 Years,694860,19,0.19
500095,B0002,201902,Personal Loans - 1 to 5 Years,594923,20,0.2
500191,B0002,201902,Personal Loans - 1 to 5 Years,781331,47,0.47
500015,B0002,201902,Personal Loans - 1 to 5 Years,498613,50,0.5
500023,B0002,201902,Personal Loans - 1 to 5 Years,401086,5,0.05
500047,B0002,201902,Personal Loans - 1 to 5 Years,843639,49,0.49
500119,B0002,201902,Personal Loans - 1 to 5 Years,565901,12,0.12
500135,B0002,201902,Personal Loans - 1 to 5 Years,521771,49,0.49
500207,B0002,201902,Personal Loans - 1 to 5 Years,877874,34,0.34
500031,B0002,201902,Personal Loans - 1 to 5 Years,316819,39,0.39
500039,B0002,201902,Personal Loans - 1 to 5 Years,163642,21,0.21
500055,B0002,201902,Personal Loans - 1 to 5 Years,536434,35,0.35
500063,B0002,201902,Personal Loans - 1 to 5 Years,137959,49,0.49
500071,B0002,201902,Personal Loans - 1 to 5 Years,251533,17,0.17
500127,B0002,201902,Personal Loans - 1 to 5 Years,385711,29,0.29
500143,B0002,201902,Personal Loans - 1 to 5 Years,272736,24,0.24
500079,B0002,201902,Personal Loans - 1 to 5 Years,788793,19,0.19
500087,B0002,201902,Personal Loans - 1 to 5 Years,635697,10,0.1
500151,B0002,201902,Personal Loans - 1 to 5 Years,896606,24,0.24
500159,B0002,201902,Personal Loans - 1 to 5 Years,75571,13,0.13
500175,B0002,201902,Personal Loans - 1 to 5 Years,211529,34,0.34
500183,B0002,201902,Personal Loans - 1 to 5 Years,162038,28,0.28
500199,B0002,201902,Personal Loans - 1 to 5 Years,291483,36,0.36
500040,B0003,201902,Personal Loans - 1 to 5 Years,588672,11,0.11
500096,B0003,201902,Personal Loans - 1 to 5 Years,592026,47,0.47
500144,B0003,201902,Personal Loans - 1 to 5 Years,731024,5,0.05
500032,B0003,201902,Personal Loans - 1 to 5 Years,605248,27,0.27
500048,B0003,201902,Personal Loans - 1 to 5 Years,240990,14,0.14
500056,B0003,201902,Personal Loans - 1 to 5 Years,250956,6,0.06
500088,B0003,201902,Personal Loans - 1 to 5 Years,552521,42,0.42
500104,B0003,201902,Personal Loans - 1 to 5 Years,366510,42,0.42
500112,B0003,201902,Personal Loans - 1 to 5 Years,103898,32,0.32
500120,B0003,201902,Personal Loans - 1 to 5 Years,713185,37,0.37
500176,B0003,201902,Personal Loans - 1 to 5 Years,547686,35,0.35
500192,B0003,201902,Personal Loans - 1 to 5 Years,459699,21,0.21
500200,B0003,201902,Personal Loans - 1 to 5 Years,578433,16,0.16
500016,B0003,201902,Personal Loans - 1 to 5 Years,871475,5,0.05
500128,B0003,201902,Personal Loans - 1 to 5 Years,519597,5,0.05
500136,B0003,201902,Personal Loans - 1 to 5 Years,318872,14,0.14
500160,B0003,201902,Personal Loans - 1 to 5 Years,102457,17,0.17
500184,B0003,201902,Personal Loans - 1 to 5 Years,20060,8,0.08
500024,B0003,201902,Personal Loans - 1 to 5 Years,809961,39,0.39
500064,B0003,201902,Personal Loans - 1 to 5 Years,698982,24,0.24
500072,B0003,201902,Personal Loans - 1 to 5 Years,134111,22,0.22
500080,B0003,201902,Personal Loans - 1 to 5 Years,572504,5,0.05
500152,B0003,201902,Personal Loans - 1 to 5 Years,110442,16,0.16
500208,B0003,201902,Personal Loans - 1 to 5 Years,273890,21,0.21
500168,B0003,201902,Personal Loans - 1 to 5 Years,704749,27,0.27
500033,B0004,201902,Personal Loans - 1 to 5 Years,845075,11,0.11
500049,B0004,201902,Personal Loans - 1 to 5 Years,865035,6,0.06
500185,B0004,201902,Personal Loans - 1 to 5 Years,768202,17,0.17
500209,B0004,201902,Personal Loans - 1 to 5 Years,108508,21,0.21
500097,B0004,201902,Personal Loans - 1 to 5 Years,666947,17,0.17
500017,B0004,201902,Personal Loans - 1 to 5 Years,193094,32,0.32
500041,B0004,201902,Personal Loans - 1 to 5 Years,475138,29,0.29
500137,B0004,201902,Personal Loans - 1 to 5 Years,856342,20,0.2
500161,B0004,201902,Personal Loans - 1 to 5 Years,138116,36,0.36
500177,B0004,201902,Personal Loans - 1 to 5 Years,707482,38,0.38
500193,B0004,201902,Personal Loans - 1 to 5 Years,294230,31,0.31
500201,B0004,201902,Personal Loans - 1 to 5 Years,373788,10,0.1
500065,B0004,201902,Personal Loans - 1 to 5 Years,888300,40,0.4
500073,B0004,201902,Personal Loans - 1 to 5 Years,770286,13,0.13
500081,B0004,201902,Personal Loans - 1 to 5 Years,198527,50,0.5
500113,B0004,201902,Personal Loans - 1 to 5 Years,771524,23,0.23
500129,B0004,201902,Personal Loans - 1 to 5 Years,611818,42,0.42
500145,B0004,201902,Personal Loans - 1 to 5 Years,22615,46,0.46
500025,B0004,201902,Personal Loans - 1 to 5 Years,12083,41,0.41
500057,B0004,201902,Personal Loans - 1 to 5 Years,478301,50,0.5
500089,B0004,201902,Personal Loans - 1 to 5 Years,32273,17,0.17
500105,B0004,201902,Personal Loans - 1 to 5 Years,366269,43,0.43
500121,B0004,201902,Personal Loans - 1 to 5 Years,897067,46,0.46
500153,B0004,201902,Personal Loans - 1 to 5 Years,426148,39,0.39
500169,B0004,201902,Personal Loans - 1 to 5 Years,190395,40,0.4
500034,B0005,201902,Personal Loans - 1 to 5 Years,265705,12,0.12
500050,B0005,201902,Personal Loans - 1 to 5 Years,637952,6,0.06
500082,B0005,201902,Personal Loans - 1 to 5 Years,832280,48,0.48
500138,B0005,201902,Personal Loans - 1 to 5 Years,833987,21,0.21
500146,B0005,201902,Personal Loans - 1 to 5 Years,805438,15,0.15
500042,B0005,201902,Personal Loans - 1 to 5 Years,353068,19,0.19
500058,B0005,201902,Personal Loans - 1 to 5 Years,589749,35,0.35
500074,B0005,201902,Personal Loans - 1 to 5 Years,407175,17,0.17
500114,B0005,201902,Personal Loans - 1 to 5 Years,808782,28,0.28
500162,B0005,201902,Personal Loans - 1 to 5 Years,435670,48,0.48
500170,B0005,201902,Personal Loans - 1 to 5 Years,826893,40,0.4
500202,B0005,201902,Personal Loans - 1 to 5 Years,792892,15,0.15
500186,B0005,201902,Personal Loans - 1 to 5 Years,541059,30,0.3
500018,B0005,201902,Personal Loans - 1 to 5 Years,730410,27,0.27
500026,B0005,201902,Personal Loans - 1 to 5 Years,645544,41,0.41
500066,B0005,201902,Personal Loans - 1 to 5 Years,500096,16,0.16
500090,B0005,201902,Personal Loans - 1 to 5 Years,218929,38,0.38
500098,B0005,201902,Personal Loans - 1 to 5 Years,818262,8,0.08
500106,B0005,201902,Personal Loans - 1 to 5 Years,364045,21,0.21
500122,B0005,201902,Personal Loans - 1 to 5 Years,595566,37,0.37
500154,B0005,201902,Personal Loans - 1 to 5 Years,650482,44,0.44
500178,B0005,201902,Personal Loans - 1 to 5 Years,293921,34,0.34
500210,B0005,201902,Personal Loans - 1 to 5 Years,493582,7,0.07
500130,B0005,201902,Personal Loans - 1 to 5 Years,805923,29,0.29
500194,B0005,201902,Personal Loans - 1 to 5 Years,491889,14,0.14
500043,B0006,201902,Personal Loans - 1 to 5 Years,871888,25,0.25
500131,B0006,201902,Personal Loans - 1 to 5 Years,93837,9,0.09
500155,B0006,201902,Personal Loans - 1 to 5 Years,324003,37,0.37
500203,B0006,201902,Personal Loans - 1 to 5 Years,558196,35,0.35
500051,B0006,201902,Personal Loans - 1 to 5 Years,729635,43,0.43
500075,B0006,201902,Personal Loans - 1 to 5 Years,645753,10,0.1
500091,B0006,201902,Personal Loans - 1 to 5 Years,607102,39,0.39
500099,B0006,201902,Personal Loans - 1 to 5 Years,823242,30,0.3
500163,B0006,201902,Personal Loans - 1 to 5 Years,256879,3,0.03
500195,B0006,201902,Personal Loans - 1 to 5 Years,776259,47,0.47
500139,B0006,201902,Personal Loans - 1 to 5 Years,445016,24,0.24
500019,B0006,201902,Personal Loans - 1 to 5 Years,408742,5,0.05
500035,B0006,201902,Personal Loans - 1 to 5 Years,835379,5,0.05
500059,B0006,201902,Personal Loans - 1 to 5 Years,98110,12,0.12
500083,B0006,201902,Personal Loans - 1 to 5 Years,711347,9,0.09
500107,B0006,201902,Personal Loans - 1 to 5 Years,663557,18,0.18
500147,B0006,201902,Personal Loans - 1 to 5 Years,830293,6,0.06
500179,B0006,201902,Personal Loans - 1 to 5 Years,305330,24,0.24
500187,B0006,201902,Personal Loans - 1 to 5 Years,754562,15,0.15
500211,B0006,201902,Personal Loans - 1 to 5 Years,174608,32,0.32
500027,B0006,201902,Personal Loans - 1 to 5 Years,566213,35,0.35
500067,B0006,201902,Personal Loans - 1 to 5 Years,832157,9,0.09
500115,B0006,201902,Personal Loans - 1 to 5 Years,294246,22,0.22
500123,B0006,201902,Personal Loans - 1 to 5 Years,168265,27,0.27
500171,B0006,201902,Personal Loans - 1 to 5 Years,488178,6,0.06
500021,B0008,201902,Personal Loans - 1 to 5 Years,254665,33,0.33
500037,B0008,201902,Personal Loans - 1 to 5 Years,824755,11,0.11
500093,B0008,201902,Personal Loans - 1 to 5 Years,465273,31,0.31
500029,B0008,201902,Personal Loans - 1 to 5 Years,552017,30,0.3
500133,B0008,201902,Personal Loans - 1 to 5 Years,690872,13,0.13
500141,B0008,201902,Personal Loans - 1 to 5 Years,180409,40,0.4
500149,B0008,201902,Personal Loans - 1 to 5 Years,446267,32,0.32
500173,B0008,201902,Personal Loans - 1 to 5 Years,869865,28,0.28
500181,B0008,201902,Personal Loans - 1 to 5 Years,31432,5,0.05
500189,B0008,201902,Personal Loans - 1 to 5 Years,888638,2,0.02
500197,B0008,201902,Personal Loans - 1 to 5 Years,209767,12,0.12
500205,B0008,201902,Personal Loans - 1 to 5 Years,661808,23,0.23
500165,B0008,201902,Personal Loans - 1 to 5 Years,830662,38,0.38
500053,B0008,201902,Personal Loans - 1 to 5 Years,349059,49,0.49
500101,B0008,201902,Personal Loans - 1 to 5 Years,724402,47,0.47
500125,B0008,201902,Personal Loans - 1 to 5 Years,483083,26,0.26
500157,B0008,201902,Personal Loans - 1 to 5 Years,581903,48,0.48
500045,B0008,201902,Personal Loans - 1 to 5 Years,58992,21,0.21
500061,B0008,201902,Personal Loans - 1 to 5 Years,757327,9,0.09
500069,B0008,201902,Personal Loans - 1 to 5 Years,747338,30,0.3
500077,B0008,201902,Personal Loans - 1 to 5 Years,262054,6,0.06
500085,B0008,201902,Personal Loans - 1 to 5 Years,758622,10,0.1
500109,B0008,201902,Personal Loans - 1 to 5 Years,885843,26,0.26
500117,B0008,201902,Personal Loans - 1 to 5 Years,207305,42,0.42
500028,B0007,201902,Personal Loans - 1 to 5 Years,17727,28,0.28
500052,B0007,201902,Personal Loans - 1 to 5 Years,428105,48,0.48
500092,B0007,201902,Personal Loans - 1 to 5 Years,327416,46,0.46
500140,B0007,201902,Personal Loans - 1 to 5 Years,767339,46,0.46
500036,B0007,201902,Personal Loans - 1 to 5 Years,780553,36,0.36
500076,B0007,201902,Personal Loans - 1 to 5 Years,146789,32,0.32
500100,B0007,201902,Personal Loans - 1 to 5 Years,870175,47,0.47
500116,B0007,201902,Personal Loans - 1 to 5 Years,862892,44,0.44
500148,B0007,201902,Personal Loans - 1 to 5 Years,219178,37,0.37
500164,B0007,201902,Personal Loans - 1 to 5 Years,346165,47,0.47
500180,B0007,201902,Personal Loans - 1 to 5 Years,879108,19,0.19
500204,B0007,201902,Personal Loans - 1 to 5 Years,328415,41,0.41
500060,B0007,201902,Personal Loans - 1 to 5 Years,621454,48,0.48
500084,B0007,201902,Personal Loans - 1 to 5 Years,278942,18,0.18
